date,Coffee,SoybeanOil,Corn,Cotton,HRWWheat,LeanHogs,LiveCattle,Soybeans,Sugar,Brent,Diesel,NaturalGas,WTI,Gasoline,HeatingOil,ThermalCoal,Methanol,Gold,Silver,Copper,Aluminium,Nickel,Zinc,Platinum,HRCSteel,SGXIronOre,Lithium
2013-10-21,-0.7692753122462569,-0.043239607911607816,0.3669628793836132,-0.017439929967567172,-0.4863291780420973,-0.19168129329226327,0.13497511958853078,0.6732170373365342,-0.20486072456300122,-0.07821678929848899,0.1270376761815402,-0.6736130769415847,-0.5050931476427751,-0.21519619853090707,-0.29998407959579093,-0.20729731477629645,0.02563817000135149,0.07746974266016116,0.9392195407595978,0.09383527169052626,0.04202143464754181,0.4804214274465584,0.21857777661647096,0.05405611864188974,0.045858482474053344,-0.16788503903371962,-0.048955139472719886
2013-10-22,-0.3665493588746843,-0.2627030139320933,-0.8097293878278036,-0.4791791896046775,0.21701846074373748,0.4126821320567865,0.5409277571767809,-0.11883825632408004,0.02356248732097249,0.002934464935824735,-0.3060239126116886,-0.6497397755412496,-0.5866132327795612,-0.5613045491956455,-0.2815561780982123,0.12394915719933933,-1.8183485700332294,2.0294717603179633,1.1888162152243298,0.5682232375071302,1.065030670838628,1.3358758709405776,0.6029975998542877,0.4040452653650479,-0.033839531814715156,-0.4542073005441055,-0.05397294531726525
2013-10-23,-0.42942711453616567,0.21172390826061174,0.8023911727857929,-1.0472728228842103,0.5116336590192311,-0.10972893741319736,0.4689395166387397,0.6363675801135009,-0.29557889675918425,-0.4120492884601875,-0.3907544445671626,0.33498704771415383,0.011608298149973384,-0.5314954046126885,-0.6624242196970951,0.07856810389291374,0.06274536011859144,-0.5296844350631315,-0.1799951316399656,-1.184713074443585,-1.1511081854423282,-0.6196172481367728,-0.7732467819726683,-0.18792885175453838,-0.015623396601563581,-0.3627264726723734,-0.021835440538462855
2013-10-24,-0.11967244427882247,-0.53485035764638,-0.30250663802598876,-1.0441147331123815,-0.4222159612181027,0.5633760701870928,0.5730099901931388,0.006194739030070846,-0.8327612968344561,-0.2711186481629578,-0.3441975348490947,0.06757329113642985,0.0951984662543964,0.5099916000941125,-0.2935534184047925,0.12226558704831776,0.024571282250129833,1.2480657024174997,0.5204148966644313,-0.09672611317369255,0.6470205402122512,0.259842432765243,0.06474055205223378,0.678104749800019,-0.03408375253345657,-0.6343787558227143,-0.049122697442409255
2013-10-25,-0.5005533561107464,-0.5868542569149858,-0.002494181101059867,-0.08111228570271857,-0.3436977728807625,0.3143132035767505,-0.1486352131687512,-0.5053416643179012,0.16605654792604035,-0.0018389165449270231,-0.051750970382509656,0.5480629931157722,0.2586721225416595,-0.009982688849622376,0.15620130650184785,-0.029680722168856387,0.02472845411046709,0.14230462401314292,-0.4227136113865071,0.11111634039153631,0.8172419927914818,-0.20722661074369425,0.5934138072503127,-0.018803215236850124,-0.03350292762186218,-0.1048889555083215,-0.04962564329766915
2013-10-28,-0.6726975450570771,-0.5916987590627134,-1.2555898724885433,-0.33234210434859157,-0.5765207885279762,0.5682637649893005,0.30955537324846855,-1.5910003097505265,-0.3519860041136226,0.9160426358428609,0.663620363267152,-0.99959393806022,0.22707665626193124,0.5317000055870182,0.7187556676850698,1.5504137713643789,0.013978857008063448,-0.08985834190597852,-0.2663343555143469,-0.061159797746607764,0.4523149732839927,-0.02318217304651967,0.30220975228927277,0.6660825559610642,-0.033683455189725646,0.033734600834662995,-0.05190508882665322
2013-10-29,-0.243370808327657,0.9615545000690402,0.2304089886100981,-0.18421110076594313,0.09484795973592008,-0.22395493272807301,0.14036918083381278,0.4796969838897442,-1.243516050885969,-0.13746772061075774,0.2777900937646285,-0.5310733423329846,-0.09927311247588436,-0.20088137511784127,0.07345730922872223,0.05468845395190009,0.033404396307909145,-0.5330134886765296,-0.054741919591800386,0.23318608500000687,-0.4458731953011373,0.07678744427832734,0.03262456339913869,-0.38290043647925825,-0.03297768962945629,-0.13785400667614595,-0.04714208073132918
2013-10-30,-0.1325979563820575,0.842287480918792,-0.30685835617808355,-0.44797753800100526,-0.3521259040496552,-0.39140142897330626,-0.07765413615272118,0.3702586317019182,-0.4403725206673423,0.14251373073640378,0.15500221971849587,0.8710809930023738,-0.6377004881915558,0.39656458500814384,0.051764382988640084,-0.1852364100708748,-0.006279419715261804,0.20816997610608984,1.097705669817688,0.8723446829341752,0.24751084608352542,0.3238127880087483,-0.11189134158908566,0.7063481169473672,0.6802185886912497,0.025400064176856592,-0.05512592266463921
2013-10-31,-0.4804662305813683,-0.19143219560253794,-0.07530860622563262,-0.30468882113145185,-0.3223816721713762,-0.41831947446578954,0.7219127398003788,-0.18027083326631743,0.15398626081836486,-0.007705209339695651,0.10919578611858169,-0.22147794115632397,0.1895010614653804,0.08011037106560565,0.19710323608910782,-0.0694718612655375,0.06330879910036291,-1.873365141210837,-2.5137390402215436,-0.25971395885423953,-1.1194859601632772,-0.17097755771243384,-0.2951969578594863,-0.9934632730073816,-0.09547121367448161,0.0554906239981012,-0.022640437587734916
2013-11-01,0.1679047501503407,0.5985036416468774,0.04929559421261809,-0.2776635975032299,-0.32386150918614054,-0.27226446147543804,-1.3725136762114394,-0.5852561563018637,-0.056250656877166044,-0.7308303996059011,-0.46624626538665004,-0.44400006670286357,-0.31035225105783215,-0.8673186065687195,-0.8669005093275344,0.17231737013137205,0.06173908097788061,-0.7115281088280422,0.14327028115152873,0.21070622342842021,-0.4350528820167089,0.07339482398909586,-0.20351672292304396,0.3708335591047889,-0.019368374826422223,0.6583053545469313,-0.0257836643155782
2013-11-04,-0.7190691827022289,-0.3621782302742541,-0.011749182449090817,-0.3632089824200713,-0.1991223885417187,0.016425084818917707,0.03551798197210025,0.020181386322575906,0.2848768718918666,0.32331503517726057,-0.2953194778305939,-0.4772664110850313,0.18595537873747792,-0.05067752327923811,0.0878094469803756,-0.19236633140026693,0.04899814857288565,0.18385629729747244,-0.20432247590708447,-0.8431325186970513,-0.8183055436863836,-0.48381552663790783,-0.46894985172147396,0.316938864614508,0.051546060836182406,0.11842343522519197,-0.03754375619032667
2013-11-05,-0.07951174126839904,-0.057771966917112366,-0.07997457464967439,0.06625501728105883,-0.42445878899581907,-0.015057104140420767,-0.022995631991113645,-0.17305838189495243,-0.1137214285157761,-0.19145427913153146,0.08355441543110673,0.1749742164514448,-0.31609458655801764,-0.04051767508067469,-0.003355698787078726,0.04241006678988696,0.041415167433464184,-0.5017020135086233,-0.06502360696309736,0.2094824169494103,-0.10775371524335717,-0.004532894236410123,-0.0019842585263088047,-0.15129502478002896,-0.030802809273859748,-0.06080810156152275,-0.04261989123338149
2013-11-06,-0.8625120994307065,-0.01922883931518582,-0.5042335294713118,0.8456156599532767,-0.41026777267683356,-0.3644488724622339,-0.03496087299423151,0.2131156783189332,-0.4596585020636643,-0.035722852522284645,0.0945527149355175,0.23047936982977732,0.4862149051737118,0.42751891971242706,0.0812395312708507,0.06364070625820964,0.02165630219622816,0.7379560767282619,0.34492124893283066,-0.4989174797457528,0.1361861564466802,-0.7052097349093905,-0.37130083366222694,0.6886705596674506,-0.034415979510208854,0.0006519046737718771,-0.050953482046362616
