linear_null_min,linear_null_mean,kcca_null_min,kcca_null_mean
0.08425218797805169,0.11424402258137041,0.23051334949259106,0.2484821157042421
0.08843552808242859,0.11271114488650609,0.22224237308658404,0.23788073886919037
0.09216283458295489,0.1279022056891801,0.22766555604705502,0.24230549598240464
0.09216668786833483,0.11251387063543072,0.2232480794694627,0.23562138501295862
0.08212071031881646,0.11863662131743595,0.22997988570761838,0.2440488700472851
0.085723047253568,0.12259856408319192,0.2358844438018502,0.25704914695291575
0.07597164006273388,0.11626095437866049,0.22666490614435528,0.24225607605944083
0.08059119648079682,0.12357453614895016,0.22850123772412478,0.25465936683261053
0.07655135920420064,0.1163156724366355,0.22879308735537948,0.24482186266131292
0.086812575982138,0.11871531041490788,0.23099220002593107,0.2462272413650246
0.08971290551902891,0.11176232616837171,0.21666524652286118,0.2343559492992958
0.09426473751810215,0.118245601274004,0.22555977886530187,0.2425373230424067
0.08438117125211658,0.11231208765531271,0.22400596805051606,0.2437487368059375
0.07816665499837289,0.1082772487716829,0.22421368241500833,0.2412996807523739
0.0987449039665974,0.11693952799414102,0.2243619152409244,0.2424018959872641
0.08721934480086166,0.11811611064783094,0.22469561038454125,0.23815625260161122
0.08089925738161578,0.1088752521803313,0.22516589181753094,0.23552410624598968
0.09818269162979126,0.11276261478828405,0.2279980244728622,0.24256316474824963
0.09364045832459421,0.11545430650590134,0.2286040466685781,0.2418430772054147
0.08726361722472105,0.11848087498049806,0.22324714457552144,0.23950643122355464
0.08508834265120346,0.10953620685163679,0.22156120139924604,0.23584545420202896
0.0813302272881814,0.11216591697322267,0.22511791910545373,0.241127771681681
0.08072328305266041,0.11667200377976865,0.22450755288541602,0.23912415861276237
0.08546997198170823,0.1382434566234894,0.22683594783089767,0.2697233952141483
0.07935625804926263,0.11680192520873886,0.22713489921271648,0.24535552403998578
0.10227871686489483,0.1248105968293085,0.2275956722407788,0.24787882452052448
0.07776172575377033,0.11071371363114571,0.22276710017044593,0.24123278637765724
0.08307005876569368,0.11850512063410967,0.22761827066496232,0.2469063727757607
0.09349116779997517,0.11949784202748584,0.22315976382121042,0.24257710675896446
0.08721934480086166,0.11811611064783094,0.22469561038454125,0.23815625260161122
0.08495021112465467,0.11499153176439376,0.21978158007390192,0.24597389728708396
0.08045620223861112,0.12230288736414292,0.2297359608578562,0.24476393619793724
0.08010797305279685,0.1159942254222736,0.22669277848932606,0.2409196525510589
0.07476536701381914,0.10587485761287004,0.22219018613563818,0.24094786621379177
0.09880800752044262,0.11498488649994335,0.23641492409875822,0.2574197796789877
0.08746966665457315,0.11666043451715243,0.22766811065195583,0.23839150596603803
0.0852727402390773,0.11917670668091876,0.22610511923619128,0.2402230278991709
0.09626932968435903,0.11596999633151057,0.22232685025502985,0.23825965008034852
0.089410041087,0.12079163449562857,0.22388124644494137,0.2431659785225666
0.07593992975883071,0.12134070212872101,0.2337460518663378,0.24694965486792145
0.08414069249202574,0.1181874608682217,0.22428927089481335,0.2464029657801329
0.08518141597071291,0.11843080208154957,0.23068790241347947,0.2502112325108764
0.08647978502190738,0.12071037400758926,0.2320501021816024,0.2659296009822125
0.09331171047159134,0.1198667622129694,0.22923115569872862,0.24049704400939284
0.08068271806123166,0.13137851328465538,0.2302565314487593,0.2672830191199923
0.08321381593566031,0.11979055148506981,0.22886725967680346,0.24480604986615004
0.08644111462708319,0.11101082451115266,0.23302412547309925,0.24987673679459627
0.08224348383565142,0.11314967021660231,0.22097014086669034,0.23549544364263655
0.07087300904548509,0.105834140825528,0.22491888149963252,0.23788873670884195
0.0827137453197376,0.10793730539366282,0.2262094268608364,0.23603913732183907
0.08078791783370971,0.11299031005659273,0.21959880295198428,0.24228991280831788
0.09569341812460427,0.12029188011672036,0.22005212893689344,0.2473748007106736
0.07736362269057959,0.12243199271754268,0.2262963444907722,0.24122238392375644
0.0954703182731741,0.13535763625159453,0.22948586315472283,0.27121205378683744
0.07925230253581272,0.10328427989392286,0.23708323455436078,0.2522449148952368
0.1019906176671621,0.12134436318862973,0.2329580616472179,0.25598765529223644
0.08033054817987309,0.10981057586452761,0.23118224780053612,0.2463050594571367
0.07797056048187756,0.10780101743370704,0.22436910244762057,0.2413597961970789
0.08904650665917664,0.1091385874464956,0.2257305020298467,0.23901807961761215
0.059220363223918424,0.10847468031828159,0.22785243643279443,0.23691701584968672
0.08089190580773065,0.11475033591274593,0.22592320173083574,0.24443789846711908
0.08799432705020503,0.11000661872296705,0.22479439073145827,0.24016268506062924
0.07550673601533743,0.11150282294866334,0.2215541581842936,0.23948952065690401
0.08302263602663564,0.11768843405254292,0.22415661954978847,0.24365569188497388
0.084523440928817,0.11147215467858067,0.23206525328361235,0.24607540375569972
0.07450204588185659,0.10096532787035979,0.22003903250768023,0.2345283355737023
0.06630064232919869,0.11230114659011829,0.22954183810387302,0.24143889174047617
0.07965434152574849,0.11092491332621639,0.22968085394500193,0.2445265131003796
0.09273956644832772,0.12141640070545046,0.2282835232850017,0.24881125667119813
0.08644111462708319,0.11101082451115266,0.23302412547309925,0.24987673679459627
0.08868199064656064,0.11574880316921643,0.22781247104470975,0.24433400596179577
0.08314920205617687,0.12028756672198102,0.22484384744477554,0.23598173629642707
0.07593992975883071,0.12134070212872101,0.2337460518663378,0.24694965486792145
0.07613223380737227,0.12132941893863092,0.22318260625982622,0.24637659486344346
0.08982486622742189,0.11962571636370653,0.22433363768307152,0.23876262882066418
0.07376057506792243,0.10982913122492924,0.22622615580521033,0.24209062068189596
0.08396233781812122,0.11931649995565421,0.22577697251155315,0.24263631977685668
0.09317009613172426,0.12939139516962303,0.22583024851171046,0.23664324146917298
0.08244581470678873,0.10698271233855201,0.22375558181080762,0.24138466896052074
0.08968907469368315,0.11096199210082411,0.22671259641835279,0.24511012315972872
0.07660937129688589,0.11144626258936392,0.22761427500710393,0.24506029100365367
0.09030618734726797,0.12324011234168819,0.2271051996479229,0.24338457807394626
0.08517315878962126,0.12052261307219145,0.22104567593787713,0.23895027871989183
0.07059846546169694,0.10576055547922177,0.2289034472617499,0.2443565489281779
0.09080042767360028,0.10972923073355549,0.22415317627348963,0.2438629721699101
0.0973807089464578,0.11950345649122825,0.23009165539684165,0.24613317305646368
0.07542971827887675,0.10481846243920818,0.22435653860820548,0.24666241215183593
0.0812431061783812,0.107823445141666,0.22179221315791825,0.24456334126068327
0.07332127675725278,0.1088309754129799,0.23283227588599598,0.24168915491544646
0.08176056786719406,0.11545305345031723,0.22756787951374735,0.2504281474876354
0.08830718038634568,0.12305768505644495,0.22093654432308293,0.23656143656988152
0.10160765610473586,0.12034347584741523,0.224940843955248,0.23398607573693592
0.07133038091007615,0.1078971497034247,0.21752046690902255,0.2362428996882801
0.08590852441825676,0.12239984672579632,0.22279145112154503,0.2399302010968709
0.07995603743925842,0.10565251656822508,0.225501825371837,0.244184137857336
0.08355685018717021,0.11980755790671141,0.22521611807618871,0.2400650287137854
0.08409772597700095,0.12117579385097281,0.22579440821702568,0.24802458665655322
0.06772484361994803,0.11551369122187387,0.22945104656506166,0.24170202258205098
0.07485272426090625,0.09946598050424818,0.22689543452884597,0.24354930509145936
0.09114588779430065,0.12473209971195003,0.22969339274103398,0.24781377447211309
0.07873875251600143,0.11843712754816482,0.22819962198309937,0.24390015732304976
0.09829386630515821,0.11916714494710871,0.22572779328334733,0.24524979358202187
0.09223606396596486,0.11297441935171826,0.228224160160211,0.23890451095828782
0.09911094046591311,0.12297182588156501,0.22269424416760178,0.2353798976650962
0.08252152526202927,0.1131523620288434,0.2284115548748186,0.2460562834910883
0.0818611490755348,0.11539413539518575,0.22614847505186672,0.2422160819839712
0.09146339181587153,0.12021056605187082,0.22661762520103057,0.24060987244411008
