date,F1,F2,F3,F4,F5,F6,F7,F8,F9
2013-10-21,0.23923737,-0.04628492,-0.20356917,-0.8195351,0.63511735,0.014244108,-0.006408326,0.032618042,0.35838363
2013-10-22,0.28894258,-0.19145131,-0.6390401,-2.0154603,-0.064515695,-0.008297377,-0.11881952,0.060524214,-0.015275193
2013-10-23,0.09140951,-0.06111214,-0.08417211,0.71108806,1.0773153,-1.1124563,0.42016184,0.44785112,-0.5235534
2013-10-24,0.31036073,0.044159688,0.1544227,-1.0379812,0.3697604,-0.4170129,-0.6748832,0.3508154,-0.230295
2013-10-25,-0.4603165,0.04631493,0.20745574,-0.5400592,0.055968374,0.24436983,-0.19629249,-0.20708191,0.24504492
2013-10-28,-0.5577403,0.3856678,0.17050934,-0.586076,0.24068783,-0.15280932,-1.6518923,-0.50677866,0.25136167
2013-10-29,0.43420458,0.4647706,-0.2572893,0.11710029,0.31455737,-0.5101036,0.1838612,-0.26020795,0.3371535
2013-10-30,0.36839694,0.26373622,-0.20835383,-0.91634524,-0.33583978,0.17273524,-0.09272369,0.34244353,-0.21864805
2013-10-31,-0.6677094,0.078347966,0.014296603,1.169444,0.21870898,-0.9023372,0.09694026,-0.9465308,0.75521994
2013-11-01,-0.071082175,-0.57894206,0.4209274,-0.45662278,0.24871095,-0.09224787,0.6440768,-0.63293666,-0.38955656
2013-11-04,-0.34859392,-0.048213057,-0.08672364,0.03848922,0.9675291,-0.6016286,-0.292511,0.29468754,-0.40027532
2013-11-05,-0.25782067,-0.011125046,0.2841111,-0.26376688,-0.010206195,-0.21566902,0.019953234,-0.33350694,0.19611855
2013-11-06,-0.129446,0.45553544,0.09747828,-0.6250836,0.4787934,0.019527325,-0.41272607,0.29551587,-0.63572127
2013-11-07,-0.27471936,-0.025749654,0.5559787,-0.27690873,-0.18178654,-0.33363172,0.86447036,0.22927783,0.38777298
2013-11-08,-0.36356318,0.7274037,-0.1756908,0.69705826,0.029000204,-0.35221314,0.3944904,0.0062613995,1.1595864
2013-11-11,0.07088227,0.6919435,-0.23333964,0.480311,0.41735634,-0.24825619,-0.08911184,0.19685271,0.12507923
2013-11-12,-0.028514754,0.24977288,0.518024,0.26807803,-0.38308892,-0.45096165,0.61829275,0.024799816,0.17227253
2013-11-13,-0.23912984,0.4555931,-0.4867192,0.54046524,0.6831096,-0.3645366,-0.38172793,-0.32098353,-0.014326216
2013-11-14,0.74900246,0.8673642,0.11811574,-0.73536235,0.6844336,-0.3996087,-0.813254,0.05980124,-0.57952213
2013-11-15,-0.11688775,-0.068017244,0.7887564,-0.39003113,-0.731812,-0.022328252,-0.69045275,-0.6050024,-0.27586558
2013-11-18,-1.0952698,0.14862578,0.27904198,0.22589256,0.2047795,-0.40192783,0.3159169,-0.5613913,0.37527996
2013-11-19,0.25571942,-0.03948908,-0.18763511,-0.6869452,0.63387865,0.5643213,0.16216512,-0.35185704,0.25513506
2013-11-20,-0.24989116,0.5134537,0.15092424,0.827116,-0.81820756,-0.5371134,0.18145388,-0.036481388,0.24649471
2013-11-21,0.1967221,0.86496377,-0.5129299,0.6899408,-0.5991179,-0.27890605,0.37908927,0.5316914,0.6499038
2013-11-22,0.21006162,0.54194635,-0.39198464,-0.2146339,0.39144316,0.20538412,0.22160108,-0.34582782,0.45006788
2013-11-25,0.08829696,0.42097527,0.62018406,-0.21811758,0.014341514,0.04217925,0.66591877,0.059686467,-0.0027920404
2013-11-26,-0.26694027,0.22241464,0.32476053,-0.12084363,0.022980414,-0.19085412,-0.30315202,-0.000765551,-0.12367193
2013-11-27,-0.2681008,0.1514286,-0.04783044,0.5551989,0.4060743,-0.8045585,-0.18964481,0.085331686,-0.033296753
2013-11-29,0.74477905,-0.072310045,0.05959985,-1.053862,-0.6312593,0.3050629,0.38767728,0.5610761,-0.29534763
2013-12-02,-0.5732353,0.6437164,0.11987904,1.1671118,-0.1739731,-0.7613025,0.031537443,-1.0083734,0.69025546
2013-12-03,0.22506046,0.92539257,-0.15652187,0.19899787,0.5504895,-0.10566005,-0.07229913,-0.065207765,-0.34766546
2013-12-04,0.8992953,-0.20907085,-0.36619723,-1.8253375,0.21376507,0.90552175,-0.16384381,0.39703435,-0.36231628
2013-12-06,-0.33337152,0.49919924,0.13775456,0.20158726,-0.3317922,0.2283977,0.58518034,-1.1601912,0.3130959
