date,Coffee,SoybeanOil,Corn,Cotton,HRWWheat,LeanHogs,LiveCattle,Soybeans,Sugar,Brent,Diesel,NaturalGas,WTI,Gasoline,HeatingOil,ThermalCoal,Methanol,Gold,Silver,Copper,Aluminium,Nickel,Zinc,Platinum,HRCSteel,SGXIronOre,Lithium
2013-10-21,-0.8985276663950322,-0.13933880018820483,0.3207549270704881,-0.1085138732696025,-0.7165477147573533,-0.22773326047352863,0.17109824400544835,0.46563768164963115,-0.29478998301386694,0.36453660017924083,0.43896053558205095,-0.5920390099338344,-0.06059583429233606,0.14755597083974417,0.18235986233116525,-0.11341685883533462,0.04353936893984045,-0.7503788738616444,0.0815318383571253,-0.2812020096177969,-0.1680893824570362,0.22269740402246946,-0.07283867341972391,-0.464325583140456,0.030506395378673515,-0.1850073570705739,-0.027057293105509736
2013-10-22,-0.4490140091480074,-0.2542248418086611,-0.6773446033081312,-0.4820536049725192,0.5125515441230062,0.42307408452673145,0.4527136261046173,0.15119394836351532,-0.006312657041477154,0.18458672774271712,-0.24859015095540424,-0.5339246575860418,-0.41371252624994387,-0.3551474534653408,-0.06229193157483204,0.249858327335195,-1.8473090232631857,0.40963129483191363,-0.7391300915407497,0.008009589724327637,0.671341120379243,0.9039222321485396,0.18657586605769116,-0.9077193176265521,-0.09816982095505883,-0.5492875598001704,-0.09753779764437363
2013-10-23,-0.3509290490645165,0.44135037012412953,0.5524676418197494,-0.7858358389412248,0.35327960481411147,-0.07104195040057262,0.5762369520416099,0.46895610001453814,-0.21172767853561247,0.5994586399112419,0.3176068532786779,0.40954074229017884,0.9529535427960458,0.13560347520145943,0.09380833998384364,0.17134828416835396,0.14693492783352102,-0.1334760444696027,0.588939803691379,-0.30810756373191506,-0.46259685853326293,-0.16895433719850983,-0.11812924042107831,0.4991702921081859,-0.009259394709056505,-0.44897518528655206,0.0309377342913182
2013-10-24,-0.07282967735312991,-0.37263831923368984,0.03977889820362168,-0.9624844156181083,0.07357904168754925,0.6021716568624983,0.544865692537467,0.5408950432998615,-0.7420667245235614,-0.18532886523651754,-0.31354833849255975,0.1600391146526795,0.14678804091922756,0.5886034135797349,-0.13199914332423085,0.21149022127472933,0.011561536622488154,0.22649052905441014,-0.799914793687651,-0.44391548278513465,0.381163154740788,0.014453412694809376,-0.20389488484027568,-0.25031809610003974,-0.051711621334811934,-0.6975481141208968,-0.09252680535578416
2013-10-25,-0.35769288018315504,-0.49082629777683084,0.4403106062069178,-0.11668468695063718,-0.03048720402431454,0.29981830671036935,-0.08714858013991614,-0.11330380699401621,0.2876153720144648,-0.18685427085043277,-0.13411154535811942,0.5408077425277128,0.06112643673627913,-0.10135733758454955,0.1673001719214741,-0.03817529511565817,0.06121876223131384,0.47262030239357267,-0.29244809050092035,-0.20084511371495847,0.5721011981268604,-0.28011607704802627,0.41984417688449394,0.020280869095139164,0.017075076127389184,-0.06397523861840365,-0.06181796710157082
2013-10-28,-0.491091580158014,-0.3504476033286512,-0.6359832639636247,-0.22174472111766697,0.23791889562462698,0.7077744971334179,0.24984242683352104,-0.7203563084603244,-0.13089986525423136,0.1484079348590982,0.17276379959472865,-1.0200193918423017,-0.5095519134006397,-0.08843945728632141,0.13477628829936006,1.5227402093070626,-0.040820750015533314,0.0857557394171683,-0.45836866524428066,-0.29467107801503845,0.16707467700956913,-0.040110067251374636,0.1962858239688649,0.32512030617540255,-0.014370389388909825,0.04078113481600114,-0.14578849519753145
2013-10-29,-0.23842545006619098,0.8873841360020818,-0.01881755544226435,-0.23192586874353846,-0.17425347185737883,-0.24707378885824086,0.1351146010967288,0.11717701558868637,-1.2643960590023335,-0.01691773633446303,0.3105720597952262,-0.541253471711553,0.02648358339070042,-0.15605667804056694,0.11567793898040452,0.04389671264034995,-0.0065802303876045815,-0.08579360092816901,0.5823421770783503,0.5002802128338502,-0.30498688853844197,0.14224641256007325,0.1763438938291695,0.11319621552188425,0.012527765134313813,-0.1001171223578538,0.024218208387854837
2013-10-30,-0.33289175065638765,0.6477376819533379,-0.41117179679898275,-0.6578663464302464,-0.41830152132727744,-0.3758090699669014,-0.210494929732538,0.2053009369926172,-0.611232185345916,-0.06301455834326236,-0.05045129533429954,0.889433130880911,-0.7517778625306595,0.26972678009462303,-0.10295724961119054,-0.1560129355133633,-0.0826686234946612,-0.9729409126134689,-0.25164194393420036,0.2618910027765138,-0.22248752104723096,-0.12498489987939715,-0.5992968205434008,-0.28005684589032886,0.6261259262823018,0.001132182999490812,-0.05542013491654084
2013-10-31,-0.2007164198857201,-0.01937793463337595,0.09245604256949524,-0.09942016988442731,-0.16866467585923478,-0.338022976673784,0.7660912405719014,-0.13155822206789214,0.2927359943856027,-0.10511022576196738,0.1996523016691951,-0.2884277175301276,0.16482020857536575,0.029304325533379083,0.09242520130669815,-0.13508377727766818,0.09745367748781408,0.058726258816438115,-0.45343523296293764,0.45453907931371396,-0.620538384474915,0.3665843655530233,0.27833215149930124,0.45872898880768953,-0.07166395672627876,0.010836699816043821,-0.06792215327882455
2013-11-01,0.31417401943792694,0.9644415451703225,0.14940673601349852,-0.09997887317232779,-0.3111350085557618,-0.21985802750570194,-1.226159541085564,-0.5215736001495199,0.11427872356354593,0.6074152306583811,0.42800934293358617,-0.2908692820720881,0.8273933677623583,0.16703369598255002,0.4204918387235368,0.3385247283724533,0.12408306582018103,-0.6564382625746471,0.4721716763532118,0.7024318172337334,-0.07024433750014547,0.332438800653639,0.19002219914841295,0.8288800550192481,0.05675000453923058,0.7305192352646857,0.1056016490314038
