date,F1,F2,F3,F4,F5,F6,F7
2013-10-21,0.07014449,0.2099122,-0.3800942,-0.3717082,-0.09042542,0.5087196,-0.55431855
2013-10-22,-0.5245316,-0.064842075,-0.16218413,-0.73383635,-0.74482054,1.3602952,-1.3406879
2013-10-23,0.23029228,0.14155497,0.17015383,0.08414674,0.92444104,-1.283446,-0.16633031
2013-10-24,-0.41265738,0.03833954,0.05228361,-0.5008281,-0.59909296,0.31251118,-0.94362235
2013-10-25,-0.14773998,0.526392,0.34439695,-0.18035121,-0.9620423,0.44798467,-0.3072814
2013-10-28,-0.18688558,-0.20459387,0.90785474,-0.4860218,-0.7910163,0.9662922,0.5669795
2013-10-29,0.20332411,0.018622609,-0.33395305,0.5569392,0.36767897,-0.19800061,0.21590061
2013-10-30,-0.39088368,0.049477547,-0.641976,-0.20854254,-0.8765197,0.17425404,-0.7268991
2013-10-31,0.59786874,0.5024827,0.9657342,0.66107637,0.5265272,-0.6113848,1.2260541
2013-11-01,-0.27522033,0.74378926,0.24543706,-0.17454213,0.40978125,0.25743568,-0.50025815
2013-11-04,-0.097867355,-0.024841568,0.44287664,-0.6287142,0.33438602,-0.43492368,0.22035916
2013-11-05,0.029189903,0.42123455,0.38549373,-0.06257098,-0.33344024,-0.05077109,-0.10126155
2013-11-06,-0.29987818,0.5299013,-0.23400286,-1.071018,-0.8551095,-0.25084522,0.11300092
2013-11-07,0.28419235,0.08928883,0.33415112,0.1460202,0.03292383,-0.5510461,-0.44222042
2013-11-08,0.6218462,0.13330996,0.101848595,0.6362566,-0.20204653,-0.56470424,0.87346923
2013-11-11,0.06686468,-0.19829388,-0.14884779,0.21402149,-0.14549641,-0.48277777,0.59434515
2013-11-12,0.3845815,0.46754563,0.15687127,0.29774106,-0.14521816,-1.2598039,0.2290598
2013-11-13,0.009426788,0.21642476,0.11613796,0.0923022,0.004178546,-0.31454194,0.93382585
2013-11-14,-0.3239047,-0.46038,0.15742433,-1.1699524,-0.55129576,-0.09572173,-0.2596992
2013-11-15,0.067777514,0.1660288,0.856392,-0.5182591,-1.0130253,0.16957241,-0.4438476
2013-11-18,-0.13536881,0.069485925,1.1769972,0.4840433,0.12531003,-0.3593633,0.5784083
2013-11-19,-0.1742705,0.33147955,-0.38437322,0.023957646,-0.18583618,1.0489919,-0.50999796
2013-11-20,0.18716852,-0.17410512,0.534143,0.7800684,-0.4224249,-1.0846132,0.5423917
2013-11-21,0.2440287,-0.78111106,-0.3987224,1.1679468,-0.28145385,-0.9093234,0.49060032
2013-11-22,0.16711394,0.58173424,-0.49213052,0.10622253,-0.4446458,0.4023787,0.09517501
2013-11-25,0.33388636,0.42989156,-0.012562395,-0.53327376,-0.47111085,-0.30300105,-0.22288318
2013-11-26,0.08198411,0.16137168,0.37052897,-0.55899316,-0.4743872,-0.39808637,0.24882911
2013-11-27,0.08647559,-0.28732523,0.71302927,0.18151914,0.3331248,-0.4890397,0.13511322
2013-11-29,0.17111987,0.16485691,-0.86642534,-0.8086077,-1.004306,-0.12894249,-1.0216956
2013-12-02,0.30380994,0.3871961,0.97451967,1.0276173,-0.10621474,-0.4843003,1.2163835
2013-12-03,-0.12310233,-0.03337375,-0.15905753,-0.12403468,-0.24008614,-0.15723033,0.6398967
2013-12-04,-0.39917514,0.17745097,-1.344541,-1.0410032,-0.81245387,1.1856713,-1.1402984
2013-12-06,0.120993234,1.3006468,0.1408886,0.30885485,-0.9933263,0.104121625,0.34770995
2013-12-09,0.31330505,0.8591811,-0.8234656,-0.565645,-0.8370821,0.25129744,-1.0930496
2013-12-10,-0.44752514,-0.35692328,-0.45667034,-1.1660638,-1.051801,0.08236981,-1.3509817
2013-12-11,0.42897913,0.68143636,-0.41866645,-0.0053140386,-0.96401495,0.19952352,-0.39469543
2013-12-12,0.479678,1.0475003,1.1948485,0.6824664,-0.41032347,-0.7560173,1.0125575
2013-12-13,-0.21789628,-0.041615587,0.48990688,-0.42402095,-0.8195515,0.13316074,-1.0185312
2013-12-16,2.0530896,-1.3079209,0.19892316,0.043645203,-0.29971868,-0.66945,-0.38767284
2013-12-18,-1.4877234,0.7210411,0.20834422,0.22690313,-0.3567103,0.59553725,0.1379225
2013-12-19,0.719985,0.62737834,0.52266455,1.0606786,-0.33917472,-0.9084415,1.2389635
2013-12-20,0.17982617,-0.6960363,-0.6540126,-0.22345822,-0.7844367,0.39813873,-0.77351373
2013-12-23,-0.42691374,0.23870672,0.4394064,0.16693771,-0.31557602,-0.32883736,-0.20397781
2013-12-24,-0.28181422,0.22336426,-0.24427749,-0.54631394,-0.6791576,0.7623488,-0.23582192
2013-12-27,0.013329957,-0.23096476,-0.517121,-1.3699208,-1.3252623,0.7924926,-0.7258476
2013-12-30,0.15431553,1.1835712,0.5439966,-0.21455975,-0.22525683,-0.31447145,0.42691025
2013-12-31,-0.23482712,-0.17254376,0.5706505,-0.38894555,0.5043249,0.30291677,0.41697466
2014-01-02,-0.63732755,0.5381542,-0.15943374,-1.3125998,-0.63363296,0.26844373,-1.976169
2014-01-03,-0.6346319,-0.5998454,-0.13066192,-0.45189062,0.6658863,-1.2275416,-0.9624137
2014-01-06,-0.281282,0.0065404475,-0.34404504,-0.1737713,-0.11872449,-0.5968106,-0.17376642
2014-01-07,0.70095956,0.53757495,0.15358008,-0.033623688,-0.42392358,0.1790202,0.7232137
2014-01-08,-0.600864,-0.06310939,0.6077431,0.29445142,0.2735185,-0.4724548,0.021887401
2014-01-09,-0.15436064,-0.25451693,0.09340682,-0.5727453,0.74951667,-0.2867794,0.05323425
2014-01-10,-0.21632096,-0.20228581,-1.302159,-0.3611511,-1.0247704,0.45613807,-1.2109486
2014-01-13,0.31618434,0.9548925,-0.7742543,0.29882014,-1.1605247,0.15822713,-1.0535263
2014-01-14,1.2300833,0.06928373,-0.071382806,0.12176283,-0.21067636,-0.4065704,0.10232361
2014-01-15,0.27371493,0.5781363,0.23850761,0.048798803,-1.078141,0.6279195,0.620834
2014-01-16,-0.10686387,0.2994166,-0.24752435,-0.50545424,-0.63153386,-0.009151895,-0.60190266
2014-01-17,-0.4669898,0.32889247,-0.30947477,-0.92247283,-0.83409435,0.5240619,-0.32025298
2014-01-21,0.44647798,0.5955328,0.607694,-0.05588999,-0.80152714,-0.3438867,0.25416902
2014-01-22,0.08811857,0.42530474,-0.3449829,-0.42936757,-0.5893048,-0.57588315,0.6791091
2014-01-23,-0.5209704,-0.6909965,-0.11588884,-0.7848212,0.14654703,-0.9242636,-0.50487834
2014-01-24,-0.30992246,0.5353999,0.5076451,0.20676729,-0.98430246,-1.013689,0.022494115
2014-01-27,-0.2729655,-0.5381641,0.49601978,0.25832787,1.1006093,0.090658344,-0.2700622
2014-01-28,0.09522388,0.10816421,0.3809291,0.5018765,-0.8302962,-0.7336192,0.35803744
2014-01-29,-0.49655706,0.7878058,0.2875387,-0.57457435,-1.6999542,-1.0532929,-0.42283177
2014-02-10,0.9209804,-2.5919354,-0.616728,-0.007743109,0.25195932,-0.8849289,-0.7657658
2014-02-11,-0.02229611,0.36825195,-0.4597068,-0.5556069,-0.9591192,-0.7805926,-0.35735884
2014-02-12,-0.22488488,-0.33829707,0.27141854,-0.25749865,-1.2841024,0.61009425,-1.3013896
2014-02-13,-0.07324932,0.4552367,-0.7688096,0.058534805,-0.7190475,-0.92453766,-0.39505756
2014-02-14,-0.6089737,-0.392118,-0.7360289,-1.2460307,-0.61252266,0.82062477,-1.0398734
2014-02-18,0.44600785,-1.4446238,-0.20085247,0.35615388,-1.3991907,-1.0861961,-1.3232772
2014-02-19,-0.09008943,-0.9463828,0.16019404,0.1717712,-1.0957848,-1.9143258,-0.74142265
2014-02-20,0.14829518,-0.19281586,0.18174008,0.42305934,0.17123494,-0.20409827,0.29175586
2014-02-21,0.19237001,0.28387916,0.13145462,-0.7519714,-0.99945056,-0.2681753,-0.9640073
2014-02-24,0.45106766,-1.7697841,0.1401777,-0.86183745,0.49270743,-0.015431857,-0.35314554
2014-02-25,0.28216797,-0.73951054,-0.07069735,0.1201838,0.8614514,0.23626865,-0.21855345
2014-02-26,0.760518,0.07262247,0.2202956,0.9529903,0.21264112,-0.5686041,1.0546308
2014-02-27,0.5262726,0.009009787,0.6600616,-1.2745519,-0.5149754,0.45763913,-0.37947133
2014-02-28,0.50897676,0.20201245,-0.9596346,1.0120151,0.19738483,-0.6521944,0.08128148
2014-03-03,-0.8940069,-2.091617,0.1315497,-0.06286206,-0.88829255,-0.5514309,-0.8726162
2014-03-04,0.90068865,1.2243094,-0.89861387,0.5958681,-0.60535955,0.8262718,-0.80551726
2014-03-05,-0.16071573,-0.8639059,0.2771715,-0.10734446,-0.046953544,-0.5759459,-1.3102804
2014-03-06,0.09037172,0.5444577,-1.0895313,-0.3964289,-1.0825255,0.16324858,-0.83881277
2014-03-07,0.15571493,0.07510874,0.22579199,0.031506978,0.24546519,-1.7049814,1.0722266
2014-03-10,-0.8827427,0.36221838,0.9344586,-0.56665564,-0.7094278,-0.18518622,-0.91571915
2014-03-11,-0.65726423,-0.3910354,-0.016064003,-0.11850687,0.63280565,-0.83810824,0.009853161
2014-03-12,-0.33619484,-0.25505084,-0.39190537,-1.1839706,0.213818,0.75020015,-1.0684015
2014-03-13,0.18660513,-0.0680423,0.52526486,-0.40652785,-0.060676295,-0.32922184,-0.23675328
2014-03-14,-0.21336778,0.4334301,0.23717912,-0.70359826,-0.5319031,0.8313138,0.27984586
2014-03-17,0.3085187,0.84356946,0.2581207,0.032517973,-0.555784,-0.25714555,-1.02518
2014-03-18,0.3354537,-0.08757111,-0.8014708,0.8959221,-0.084696956,0.14056578,0.24858406
2014-03-19,0.03196835,0.470331,-0.36016515,0.17670377,0.04874309,0.9289654,-0.07315724
2014-03-20,-0.39731705,0.70504856,0.89641136,0.035390805,0.31980628,-0.002942621,1.1605655
2014-03-21,-0.26236212,0.64919806,0.34318352,-0.3772959,-0.85384834,0.972831,0.032315634
2014-03-24,0.44999635,-0.57705766,-0.34408876,0.983718,0.81127757,-0.39021534,0.04515462
2014-03-25,0.49926397,0.9369548,-0.10332024,-0.30027175,-1.4270624,0.5449283,-0.13652265
2014-03-26,0.23379308,-0.7054403,0.8808432,0.043340392,0.124655694,-1.1507303,0.27195883
2014-03-27,0.49980092,-0.33446023,0.3302357,-0.0831869,-0.9603868,-0.24031587,-0.055395383
2014-03-28,0.0885532,-0.04568557,0.17135097,-0.44398203,-0.90065676,-0.14543939,-0.23099014
2014-03-31,0.31937072,0.52451223,-0.8245125,0.25224483,0.06498545,0.37865525,-0.19584286
2014-04-01,-0.10635703,0.40493345,-0.6053952,0.78019726,0.40051773,-0.014675843,-0.47590172
2014-04-02,-0.7776428,0.8650453,0.22913858,-0.90699947,-0.9948683,0.93878984,-0.85896116
2014-04-03,0.2723232,-0.33084232,-0.4000753,0.63136834,-0.4333802,-0.76418436,0.28978604
2014-04-04,-0.4430415,-0.6095591,-0.029968722,-0.5131838,-0.9034774,-0.6079862,-0.7578751
2014-04-08,0.0833106,-0.89872503,-0.50998276,0.6466417,-0.3407434,-0.82682127,-0.4646307
2014-04-09,-0.12431561,-0.07339291,-0.0302261,1.0183442,-0.7089647,-0.442908,0.058603276
