date,Coffee,SoybeanOil,Corn,Cotton,HRWWheat,LeanHogs,LiveCattle,Soybeans,Sugar,Brent,NaturalGas,WTI,Gasoline,HeatingOil,Gold,Silver,Copper,Aluminium,Nickel,Zinc,Platinum
2013-10-21,-0.7523410005481284,-0.071804517868937,0.3447521866581282,-0.0336288531370681,-0.4950760532949769,-0.196275876607297,0.1358873664860814,0.6730277627173399,-0.2106824813163395,-0.1092503730691058,-0.5953439893326118,-0.538521033434187,-0.2590659476980556,-0.3321021597781537,0.0528786507814441,0.7499099317948728,0.0708575091633174,0.0112122079908195,0.4966258419719322,0.2169450949428485,0.0264570155130648
2013-10-22,-0.3008830237444487,-0.1874240379426277,-0.7991653696822065,-0.4330684386401659,0.2869566715111617,0.456175525978508,0.582839091724978,-0.0534580135536261,0.0850752274488794,0.1137017658812995,-0.55302853954025,-0.4888465395368523,-0.4953839842776373,-0.1821348390062961,1.8655817143992717,1.039176492401905,0.6008971481017765,1.139180092301097,1.4927435929183506,0.7124781688714584,0.4265610993024161
2013-10-23,-0.555420953867065,-0.0430869919873031,0.6245357913638784,-1.2713296295920609,0.3514395422578428,-0.1742134070507794,0.4102751568799544,0.4324998920804679,-0.4548251190456184,-0.7774846645381984,0.2455864331597367,-0.3294947410072537,-0.8724013677783907,-0.9990750634307872,-0.64806567290679,-0.3758678269062652,-1.335451054545568,-1.4190764217013616,-0.8957538255106325,-1.042593610942789,-0.4023893756483634
2013-10-24,-0.110730232220409,-0.551818171475394,-0.3477291200116718,-1.0904565212044413,-0.4271621917427367,0.5952763639271206,0.5904002337629543,-0.011633337858528,-0.8434804012080198,-0.2961426057157746,0.0654302752294658,0.0803723152434285,0.4988376425274849,-0.3199944765089844,1.1075573796240892,0.4003051726396938,-0.0948757766073034,0.6243832514307648,0.2672816653127924,0.06596343101718,0.5860444405369793
2013-10-25,-0.4845233852104701,-0.6008801522231543,-0.0357802503111389,-0.0950407540989867,-0.3469858013255297,0.3348372608309551,-0.1559725188931465,-0.5396480653827823,0.1695087722463151,-0.0248719872517951,0.4930763381377316,0.2483172188850015,-0.0393406964864882,0.1221960792056576,0.1133305992034636,-0.3959630221169843,0.0913988627440401,0.7971477819585152,-0.2271746837768797,0.6047607438139425,-0.0342210523570767
2013-10-28,-0.6297310745435939,-0.5620290873383463,-1.301994166969198,-0.31984521407203,-0.5523149591550661,0.6101656399923224,0.3298302561214543,-1.6195553230844637,-0.3265247729449639,0.9587885014017018,-0.8749925952890584,0.2769665231536499,0.5781304345786358,0.7333294939901825,-0.0685316121910197,-0.2290246016523379,-0.0164339266177508,0.4742254795562818,0.007802590584846,0.3559158741456236,0.6147014909358421
2013-10-29,-0.2542331522557499,0.886425756257034,0.1764348273904495,-0.2311541866244371,0.0714323046743664,-0.2374814473969951,0.1320760895822179,0.4429609463343824,-1.2837220324251533,-0.2163585209522087,-0.4758830410568034,-0.1693130692961127,-0.2858010604897723,-0.0103255754029307,-0.5172101978632806,-0.1157814329791734,0.1596289964148189,-0.5121952723975167,0.0383612274767203,-0.0059526416853425,-0.3928201603742991
2013-10-30,-0.0534862664721088,0.9308420514224934,-0.2495505928615782,-0.3759323373445442,-0.2677182367680266,-0.3798076921049972,-0.0494458983643976,0.4825540719702795,-0.3655022401016028,0.2987320514548094,0.8070856015573847,-0.4973602146940808,0.536377084931688,0.1874894511632978,0.247105872894688,0.9866139337192164,0.9048518869059224,0.3463102897809978,0.4484709977168901,0.017562857138528,0.7234402847178424
2013-10-31,-0.6019093348027801,-0.4339412332727956,-0.286298879741696,-0.5005657435238264,-0.4919758680005083,-0.4959869012583474,0.6733365612691733,-0.4073004009956348,0.0043386715189349,-0.365526003597568,-0.2486378295536646,-0.1412500413953656,-0.2308290733057604,-0.1505609711707935,-1.8512813623502251,-2.341869426801235,-0.4996686168876764,-1.380788951776005,-0.4145823844818555,-0.5490764227808164,-1.1143674047308472
2013-11-01,0.0480983338664693,0.3623292321051715,-0.1441489840551831,-0.4586313642400233,-0.4795098785694013,-0.337573192540775,-1.4865997524785317,-0.809489814202268,-0.1958949623370358,-1.0634417235279436,-0.4413534824812586,-0.6268741031407312,-1.1917678546510466,-1.1685799142456774,-0.793392161130586,-0.0845253657541811,-0.0552506923330577,-0.6740709943747427,-0.1358707544305501,-0.4342844279682624,0.1185014348857255
